1.9626452922821045,0.3646
1.5874512195587158,0.444
1.430660605430603,0.4999
1.3199657201766968,0.5257
1.2219868898391724,0.5585
1.1408075094223022,0.5788
1.0490169525146484,0.6267
0.989539623260498,0.6392
0.922831654548645,0.6611
0.873518168926239,0.6497
0.7684040665626526,0.7329
0.7283660769462585,0.7371
0.6945022940635681,0.7384
0.6653900146484375,0.7402
0.647152841091156,0.7495
0.6178802251815796,0.7449
0.5962253212928772,0.7549
0.5804678797721863,0.7607
0.5578047037124634,0.7677
0.5457233190536499,0.7646
0.4887644052505493,0.8322
0.46693485975265503,0.8261
0.45167723298072815,0.8286
0.44137197732925415,0.8302
0.47936612367630005,0.8328
0.45278114080429077,0.8355
0.44225576519966125,0.8403
0.42650091648101807,0.8379
0.4168250858783722,0.837
0.4062402844429016,0.8431
